"name","kind","alias_of","upstream_package","family","scope","exclusion_reason","problem_representation","fixed_adaptive_behavior","jacobian_requirement","linear_solver_requirement","dense_output_requirement","controller_requirement","required_features","rust_status","rust_name","rust_public_name","rust_public_export_detected","rust_algorithm_implementation_detected","julia_status","julia_compliance_detected","upstream_source","upstream_line"
"MRIGARKIRK21a","algorithm",,"OrdinaryDiffEqMultirate","multirate and MRI-GARK","included",,"SplitODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","split/partitioned right-hand side; nested fast integrator; multirate controller","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqMultirate/src/algorithms.jl","210"
"GeneralizedAlpha","algorithm",,"OrdinaryDiffEqNewmark","second-order structural dynamics","included",,"SecondOrderODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","second-order state; mass matrix; nonlinear solve","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqNewmark/src/algorithms.jl","110"
"NewmarkBeta","algorithm",,"OrdinaryDiffEqNewmark","second-order structural dynamics","included",,"SecondOrderODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","second-order state; mass matrix; nonlinear solve","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqNewmark/src/algorithms.jl","18"
"AN5","algorithm",,"OrdinaryDiffEqNordsieck","Nordsieck variable-order multistep","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","Nordsieck history; variable order/step controller; nonlinear solve for BDF variant","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqNordsieck/src/algorithms.jl","13"
"JVODE","algorithm",,"OrdinaryDiffEqNordsieck","Nordsieck variable-order multistep","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","Nordsieck history; variable order/step controller; nonlinear solve for BDF variant","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqNordsieck/src/algorithms.jl","19"
"JVODE_Adams","configured-alias","JVODE(:Adams)","OrdinaryDiffEqNordsieck","Nordsieck variable-order multistep","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","Nordsieck history; variable order/step controller; nonlinear solve for BDF variant","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqNordsieck/src/algorithms.jl","42"
"JVODE_BDF","configured-alias","JVODE(:BDF)","OrdinaryDiffEqNordsieck","Nordsieck variable-order multistep","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","Nordsieck history; variable order/step controller; nonlinear solve for BDF variant","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqNordsieck/src/algorithms.jl","48"
"PDIRK44","algorithm",,"OrdinaryDiffEqPDIRK","parallel diagonally implicit Runge-Kutta","included",,"ODEProblem","fixed-step","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","parallel implicit stages; nonlinear solve; Jacobian and linear solve","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqPDIRK/src/algorithms.jl","25"
"KuttaPRK2p5","algorithm",,"OrdinaryDiffEqPRK","parallel explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","first-order state; parallel stages; adaptive controller","implemented-and-julia-tested","KuttaPRK2p5","KuttaPRK2p5","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqPRK/src/algorithms.jl","17"
"QPRK98","algorithm",,"OrdinaryDiffEqQPRK","QPRK explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; parallel stages; adaptive controller","implemented-and-julia-tested","QPRK98","QPRK98","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqQPRK/src/algorithms.jl","7"
"RKIP","algorithm",,"OrdinaryDiffEqRKIP","Runge-Kutta interval prediction","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","first-order state; interval prediction; adaptive controller","missing",,,"False","False","no-matched-compliance-detected","False","lib/OrdinaryDiffEqRKIP/src/algorithms.jl","73"
"DPRKN12","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","DPRKN12","DPRKN12","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","195"
"DPRKN4","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","DPRKN4","DPRKN4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","109"
"DPRKN5","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","DPRKN5","DPRKN5","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","125"
"DPRKN6","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","DPRKN6","DPRKN6","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","140"
"DPRKN6FM","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","DPRKN6FM","DPRKN6FM","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","157"
"DPRKN8","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","DPRKN8","DPRKN8","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","177"
"ERKN4","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","ERKN4","ERKN4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","213"
"ERKN5","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","ERKN5","ERKN5","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","232"
"ERKN7","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","ERKN7","ERKN7","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","248"
"FineRKN4","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","FineRKN4","FineRKN4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","38"
"FineRKN5","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","FineRKN5","FineRKN5","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","55"
"IRKN3","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","fixed-step scheduling; no embedded-error controller required","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","IRKN3","IRKN3","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","11"
"IRKN4","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","fixed-step scheduling; no embedded-error controller required","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","IRKN4","IRKN4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","82"
"Nystrom4","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","fixed-step scheduling; no embedded-error controller required","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","Nystrom4","Nystrom4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","21"
"Nystrom4VelocityIndependent","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","fixed-step scheduling; no embedded-error controller required","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","Nystrom4VelocityIndependent","Nystrom4VelocityIndependent","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","67"
"Nystrom5VelocityIndependent","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","fixed-step scheduling; no embedded-error controller required","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","Nystrom5VelocityIndependent","Nystrom5VelocityIndependent","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","94"
"RKN4","algorithm",,"OrdinaryDiffEqRKN","Runge-Kutta-Nystrom","included",,"SecondOrderODEProblem or DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","method-specific dense interpolation required for parity","fixed-step scheduling; no embedded-error controller required","second-order/partitioned state; velocity-dependence handling; dense interpolation","implemented-and-julia-tested","Rkn4","Rkn4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRKN/src/algorithms.jl","266"
"GRK4A","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Grk4a","Grk4a","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","298"
"GRK4T","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Grk4t","Grk4t","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","292"
"HybridExplicitImplicitRK","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","HybridExplicitImplicitRK","HybridExplicitImplicitRK","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","393"
"Rodas23W","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas23W","Rodas23W","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","36"
"Rodas3","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas3","Rodas3","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","24"
"Rodas3d","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas3d","Rodas3d","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","30"
"Rodas3P","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas3P","Rodas3P","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","42"
"Rodas4","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas4","Rodas4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","48"
"Rodas42","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas42","Rodas42","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","54"
"Rodas4P","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas4P","Rodas4P","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","60"
"Rodas4P2","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas4P2","Rodas4P2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","66"
"Rodas4PW","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas4PW","Rodas4PW","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","72"
"Rodas5","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas5","Rodas5","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","78"
"Rodas5P","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas5P","Rodas5P","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","84"
"Rodas5Pe","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas5Pe","Rodas5Pe","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","90"
"Rodas5Pr","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas5Pr","Rodas5Pr","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","96"
"Rodas6P","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rodas6P","Rodas6P","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","102"
"ROK4a","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Rok4a","Rok4a","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","268"
"ROS2","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros2","Ros2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","190"
"ROS2PR","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros2Pr","Ros2Pr","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","196"
"ROS2S","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros2S","Ros2S","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","202"
"ROS3","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros3","Ros3","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","208"
"ROS34PRw","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros34Prw","Ros34Prw","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","250"
"ROS34PW1a","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros34Pw1a","Ros34Pw1a","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","226"
"ROS34PW1b","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros34Pw1b","Ros34Pw1b","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","232"
"ROS34PW2","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros34Pw2","Ros34Pw2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","238"
"ROS34PW3","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros34Pw3","Ros34Pw3","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","244"
"ROS3P","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros3p","Ros3p","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","18"
"ROS3PR","algorithm",,"OrdinaryDiffEqRosenbrock","Rosenbrock and Rosenbrock-W","included",,"ODEProblem","adaptive-capable","Jacobian required or generated for implicit stages","linear solve required directly or inside the nonlinear solver","method-specific dense interpolation required for parity","adaptive error/step controller required; fixed stepping may be requested explicitly","Jacobian and time derivative; linear solve; adaptive controller","implemented-and-julia-tested","Ros3Pr","Ros3Pr","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqRosenbrock/src/algorithms.jl","214"
